id,price_doc
30474,5526584.32257288
30475,8540843.01839355
30476,5162196.552579898
30477,6403137.077741479
30478,5291649.628486997
30479,9131934.87557703
30480,4456180.398256828
30481,4435782.118049915
30482,4808071.031336836
30483,4941644.359420126
30484,6972551.883080534
30485,5088385.956652561
30486,3785858.702435642
30487,4111055.0486824927
30488,6349153.559747908
30489,6246927.477379085
30490,21522088.700091545
30491,19531415.245170843
30492,5616744.066874138
30493,13555210.499107623
30494,7186113.036968236
30495,10025011.408256616
30496,8430555.327400068
30497,8544541.822510771
30498,4609888.853447109
30499,6567213.284866563
30500,11645888.39140969
30501,6926221.305135878
30502,3325716.3651724677
30503,6201024.62192888
30504,6153253.174192817
30505,11901351.94357983
30506,2914635.729207191
30507,4971413.237188702
30508,6026716.140890051
30509,7722025.197769183
30510,9589935.919019675
30511,6318506.418514193
30512,6149200.785785885
30513,4539721.985424421
30514,3445093.9154129624
30515,10012863.00867062
30516,6154139.293571887
30517,10589959.252620276
30518,7536466.197708282
30519,4510395.157720856
30520,7429870.603636634
30521,5422710.255401747
30522,7495257.83006187
30523,6218146.034544483
30524,9056541.293845464
30525,10447695.038149942
30526,5140242.630659758
30527,5131402.269572458
30528,6784858.427229214
30529,6617664.522479672
30530,6563286.061230264
30531,15855688.496139234
30532,4886767.954584895
30533,10160546.153680535
30534,7076534.529473261
30535,9680378.661954837
30536,6043994.833827365
30537,11086124.693789175
30538,4643381.817381975
30539,8537157.379153512
30540,9808542.267241267
30541,4576495.651878792
30542,2266430.4313271586
30543,5708824.059251755
30544,6404468.832603691
30545,8961974.190788714
30546,4340864.5131446095
30547,9298570.65868669
30548,4682844.585188627
30549,5138848.797808297
30550,11635965.504929729
30551,5131449.786202587
30552,2004517.9355276655
30553,7322463.72136224
30554,9650965.129401512
30555,6503223.272120509
30556,9476752.988494318
30557,7188778.274348121
30558,9168037.795234818
30559,6191336.501750287
30560,5445560.871379402
30561,6505402.923655034
30562,13318137.629221851
30563,5403093.059920319
30564,7220173.129550242
30565,6597665.419749235
30566,7531011.372654425
30567,2255099.6443159673
30568,9432198.496050727
30569,9189583.838402184
30570,6531128.303440337
30571,7945284.171107727
30572,5066120.377246848
30573,6592662.271763438
30574,5692380.056961116
30575,8113317.499387494
30576,4990716.947883974
30577,3661242.1187438173
30578,2949241.028106976
30579,7270381.812107724
30580,3901387.010079845
30581,5449853.54622886
30582,12486997.410788503
30583,7339811.789117638
30584,4128916.289703285
30585,3025272.45562454
30586,9161590.051740475
30587,5638978.4992402475
30588,7811987.618776467
30589,7024680.050430371
30590,11746619.772002997
30591,5200677.853961642
30592,6548887.700579929
30593,7939589.9083022885
30594,7078921.0023686495
30595,5472047.798036388
30596,7314001.093050051
30597,6626512.667887667
30598,9765591.831902403
30599,9809165.063776027
30600,5198412.176830893
30601,6034874.349963763
30602,2131441.695056804
30603,13086163.050865177
30604,4541775.550058794
30605,6773169.299230125
30606,14537879.872705955
30607,6646619.558946967
30608,9600453.688209077
30609,6265307.800715291
30610,3268134.5144809466
30611,6059814.720339343
30612,7192642.663568353
30613,8480196.03108615
30614,16249477.76218927
30615,7405211.626926835
30616,6006742.263865954
30617,9413409.016231278
30618,4961838.953904652
30619,4255492.91882957
30620,2821380.8384804507
30621,9276980.931503393
30622,8399815.272833396
30623,6127660.987928235
30624,6911940.610964015
30625,8002447.644349958
30626,6573288.345198547
30627,6493199.295638599
30628,6539739.266851811
30629,5121661.836352801
30630,4560153.6930401595
30631,6677629.687522856
30632,4259220.051424032
30633,6206739.274346584
30634,11238451.563086098
30635,9808542.267241267
30636,5590170.39150821
30637,9869991.235947907
30638,6189934.960997006
30639,7768300.295784827
30640,4688166.303596908
30641,7959423.132350315
30642,6698291.956042302
30643,7410969.170819362
30644,9738402.432020042
30645,7613992.811332525
30646,5397569.027879001
30647,5145068.224021894
30648,24014775.507927854
30649,2710901.977410727
30650,4899671.228756271
30651,3011091.3874282287
30652,4530682.204579653
30653,7853946.920707208
30654,4776998.353449949
30655,12469973.02920335
30656,4055065.2335207495
30657,6036306.727588859
30658,9882755.077793306
30659,5105918.788522163
30660,8833159.902609298
30661,6840158.0227473
30662,8216967.304495865
30663,13676180.078680398
30664,10852093.938069435
30665,6357132.529120018
30666,2632437.286427815
30667,4223556.908589599
30668,7929261.071101175
30669,5099462.613730571
30670,2564055.1612844933
30671,7084786.903821211
30672,14164773.71096178
30673,10400161.329442596
30674,11592507.027962267
30675,2251037.3630176857
30676,6679669.507571158
30677,4426323.2630807245
30678,18033150.373421207
30679,5357344.297581591
30680,5593262.88311808
30681,2329025.8518867046
30682,8414921.810264172
30683,9883833.286607476
30684,4129893.8979690257
30685,6669138.610785542
30686,9766795.003115576
30687,5184543.746770536
30688,4597862.0826898785
30689,12835925.504557306
30690,25787534.658071093
30691,4598327.103787794
30692,5829841.254804157
30693,10585926.18054703
30694,5034282.447397976
30695,7441551.875454324
30696,6838995.134631282
30697,14777606.30867744
30698,6280242.442368486
30699,5440813.868703045
30700,5088048.184885077
30701,9653996.042885352
30702,6095456.545584522
30703,3969559.3411303316
30704,11737635.12710997
30705,8548868.97342274
30706,26511942.358476054
30707,3824436.841268768
30708,13806396.867093388
30709,6310077.608920701
30710,6602808.297994241
30711,4957635.658473939
30712,4085769.4471505
30713,6365928.178724214
30714,7044546.80550116
30715,4035380.443994899
30716,9763183.831270281
30717,6427833.9254274415
30718,7680740.207944165
30719,15932582.028478846
30720,6500981.4821043685
30721,5259104.6525211455
30722,7496404.873237142
30723,6575140.594209319
30724,12489318.7715146
30725,6481577.469112847
30726,11180422.175853444
30727,9711100.831599511
30728,10003076.148398282
30729,3591748.4507422037
30730,5739964.539568362
30731,6427657.354285471
30732,4315776.274625653
30733,8506371.783702305
30734,7369310.716646864
30735,5729626.778420535
30736,5456506.044032386
30737,6767501.962137434
30738,6028708.545222564
30739,4434573.174191758
30740,7019191.619685998
30741,12661352.215679878
30742,4336219.036716632
30743,5097667.221101181
30744,9345281.666432947
30745,6579701.077148045
30746,5899502.483707516
30747,15442285.069039384
30748,17776891.31569783
30749,5040660.806372246
30750,6781722.664553253
30751,3528225.5654803147
30752,7481475.100228188
30753,9883168.890543096
30754,5480100.734191269
30755,4851107.7099971045
30756,7102007.335302295
30757,5048573.351415399
30758,10912681.796100892
30759,6267148.941935824
30760,4383878.557357525
30761,9366137.656760275
30762,6892961.851672158
30763,12263152.279413616
30764,6446220.023455608
30765,6263705.40702995
30766,3813264.3310705014
30767,9070937.200598327
30768,4293195.758142519
30769,6263916.7803024
30770,6323636.568879015
30771,3044957.4762874297
30772,8370193.516343213
30773,8013438.774004153
30774,6021030.070932151
30775,11457478.330053963
30776,5318863.538517483
30777,6158278.402713037
30778,9549305.70866887
30779,6369043.202382563
30780,7692415.768351406
30781,6940898.517466772
30782,5463649.327551712
30783,5626513.715721742
30784,3776827.677235222
30785,5093511.463104006
30786,4366611.557160513
30787,6370628.0016721245
30788,5930647.6888317
30789,6949903.271411607
30790,6020715.991941042
30791,10618558.989358578
30792,7569839.831546265
30793,9969406.36768132
30794,13808841.50430912
30795,9941269.296186369
30796,10239433.7440106
30797,14828443.375486257
30798,2802442.080596034
30799,10004296.535106834
30800,13655351.754518695
30801,6485893.698501827
30802,20342951.210052617
30803,3032708.609731992
30804,3491023.5167850195
30805,16300868.983423712
30806,7468568.47353543
30807,5941018.735703479
30808,10675769.310926463
30809,5200412.37806209
30810,10458982.53871611
30811,4392455.319517822
30812,5345120.963673758
30813,4509476.369572589
30814,2841484.4132050583
30815,3685621.0099070836
30816,8264580.369841723
30817,2157631.2930189883
30818,7421638.475436482
30819,7430635.1765591735
30820,4982312.352449525
30821,30182878.664944332
30822,9010041.384444993
30823,7652371.365479464
30824,3594562.8536286163
30825,5272374.030021056
30826,9550212.510713067
30827,5473951.486962063
30828,5734832.598904946
30829,4940400.262982992
30830,9401191.772627149
30831,6629139.899747088
30832,5135566.032601284
30833,4892571.241752109
30834,4347173.293699056
30835,6639473.546431436
30836,6767124.739203388
30837,5529844.796198118
30838,4067427.6597085875
30839,5569759.915202915
30840,11707868.312356832
30841,11438883.242190903
30842,7617737.8896477
30843,5346835.706998601
30844,6973177.348635647
30845,9059964.306230918
30846,4247774.556198808
30847,5522003.071252109
30848,8885163.99029796
30849,4464955.924204039
30850,4183586.9289246793
30851,4936558.015010446
30852,5987004.1066371845
30853,4132811.0136462995
30854,5344309.255865539
30855,7300089.719117386
30856,8077213.727576033
30857,2348270.9780576634
30858,4443072.109977141
30859,6021012.193795947
30860,5745966.026290625
30861,8634169.204178596
30862,6551669.462360092
30863,5379766.4161372315
30864,6455176.367509394
30865,10042681.352624426
30866,6496802.781309952
30867,5833267.433300491
30868,8817378.8574442
30869,5689908.508618821
30870,4110331.011334182
30871,8295037.532818455
30872,4870395.376810474
30873,4152624.123894229
30874,4542220.991628832
30875,6934504.036311638
30876,5042456.608391405
30877,10779535.732572641
30878,5889249.100388103
30879,8983041.027296664
30880,6467710.472047486
30881,2175584.3032138725
30882,9789410.504456118
30883,3437166.8013055343
30884,5928440.83665688
30885,4692697.6447171
30886,7684452.157860703
30887,5195914.562871301
30888,4450107.991446531
30889,4401356.802209775
30890,6968435.565768916
30891,3797439.906899338
30892,3821594.021131923
30893,4499454.320852349
30894,5526323.919512534
30895,4409064.245794769
30896,6383943.200221403
30897,7355238.633707846
30898,6980062.334113805
30899,7625169.66850333
30900,3275042.746167806
30901,6657335.361021673
30902,2225341.0977577227
30903,7150880.789228408
30904,7430174.269491811
30905,5923244.1912741605
30906,5689401.886928844
30907,12065024.741193814
30908,4257960.804206783
30909,11832512.066408958
30910,7547215.945051226
30911,4030003.0236241487
30912,6731402.893346304
30913,15804979.176966596
30914,5497739.659748352
30915,7017898.473556267
30916,5851821.210103866
30917,8277337.4636003915
30918,6905502.5323069235
30919,4781013.553225599
30920,4746712.172670271
30921,3965708.549145841
30922,5366531.208671565
30923,3431423.063963913
30924,5376633.413762451
30925,15278585.287608601
30926,7171689.95302222
30927,7766921.031005441
30928,4642128.774079571
30929,5316354.027818667
30930,8169112.784283352
30931,11952481.33036734
30932,4543395.4481823435
30933,4725843.50605807
30934,13110226.02841887
30935,6895212.338011542
30936,7464426.958319896
30937,8999586.923283946
30938,3236162.493951606
30939,9440860.013581494
30940,6570243.744072121
30941,6550492.35196166
30942,3448674.840116388
30943,6838777.740142118
30944,5146832.265475761
30945,3665576.9639376104
30946,11991094.882381106
30947,7324872.665099016
30948,8752175.030595452
30949,6478280.588149737
30950,5716978.200991847
30951,16891396.118860226
30952,7932393.410800648
30953,10018890.206308167
30954,4855467.266623856
30955,6310818.091518711
30956,6960494.756370565
30957,5782628.75549965
30958,24593313.59044163
30959,8047383.287203901
30960,7043530.487472149
30961,7330279.1826716745
30962,10373370.493820567
30963,3717282.0759052616
30964,4166985.831105745
30965,6988426.301322131
30966,13879747.097891659
30967,10835096.908441922
30968,3405504.2916493174
30969,3971438.734737958
30970,6576913.849521577
30971,9881374.333136505
30972,4025630.624518887
30973,5447483.420993122
30974,5154847.740978914
30975,7562691.109448324
30976,5602769.871659378
30977,6985124.118363264
30978,7461296.611046784
30979,3412449.008767822
30980,6757376.829845608
30981,5847702.371037232
30982,6866239.073579529
30983,4257018.446162762
30984,5923399.146850929
30985,3791503.3685093573
30986,9979863.100153755
30987,9115819.717153957
30988,5974324.401687516
30989,7507184.168745472
30990,12267114.460934553
30991,7247552.886241064
30992,2801049.061148321
30993,6574375.592979708
30994,4821573.0255480595
30995,6310064.944907302
30996,5971839.926854902
30997,7527867.277921115
30998,5609802.3424875615
30999,6031219.738306651
31000,7354744.567591848
31001,6618609.079736439
31002,9702424.590496013
31003,8550846.471917232
31004,4177114.5863277405
31005,3090515.987626371
31006,7074832.355015796
31007,4746594.011664836
31008,5599349.204978753
31009,5774400.531363874
31010,6267275.098762182
31011,4326077.057845404
31012,6171588.409557171
31013,7834451.647451251
31014,9447270.637432149
31015,6943958.669634919
31016,4323614.514877164
31017,9772222.853001092
31018,4895923.30132612
31019,4457978.779330096
31020,7294913.324154318
31021,12781369.062540084
31022,23284650.582293615
31023,9855706.294435924
31024,4903150.298144386
31025,6305798.535610837
31026,6309011.21298662
31027,4622827.029658035
31028,3603934.974596092
31029,7206125.354584738
31030,7287138.680451508
31031,8304599.8854423575
31032,9424397.770715859
31033,8079780.297680262
31034,6913134.693150754
31035,10550650.40064429
31036,7627955.844864715
31037,27028024.078809854
31038,4366384.846981911
31039,8926806.313465958
31040,6137071.919967215
31041,4328653.277805202
31042,3362197.4249828355
31043,6360949.645177968
31044,8506129.805374827
31045,7382458.193747095
31046,14222669.494485337
31047,7474069.529733037
31048,5555497.680774257
31049,4551255.008717805
31050,8094916.314247642
31051,6619093.286423007
31052,4191765.055421797
31053,15876411.375689896
31054,6302369.918069908
31055,4500909.647836376
31056,13033385.780684672
31057,5625444.352613378
31058,7044460.047780469
31059,2837367.605894387
31060,7219580.924609726
31061,6620038.757986872
31062,6716998.962939992
31063,3509080.129395988
31064,5151102.178168485
31065,8634925.626140105
31066,4493357.74900688
31067,7202406.441514281
31068,4363533.8259411575
31069,4587184.6489524245
31070,4831249.586918022
31071,3438197.086003734
31072,7568557.242806732
31073,2183763.053975016
31074,7198594.401632771
31075,6875938.259380621
31076,6116083.881009858
31077,5930155.667436496
31078,4448113.672364498
31079,5384657.173733334
31080,6652190.455892914
31081,2736241.1671184525
31082,10589819.32944241
31083,5203227.75273142
31084,9731949.745683998
31085,11349179.907052394
31086,3974937.5355685255
31087,4695077.190013474
31088,7566865.878148655
31089,6004039.112414734
31090,37280289.86811409
31091,3045450.2163133705
31092,7069383.746311086
31093,6380224.6441855505
31094,5984267.870031844
31095,4775952.018978355
31096,18034895.504802022
31097,8058467.3346432485
31098,9907316.83446176
31099,15879565.580329286
31100,4598825.700550152
31101,3626572.545496138
31102,5655141.529031947
31103,10328400.583465151
31104,5314395.785083186
31105,8649330.68032589
31106,4580451.032567377
31107,8711006.546748873
31108,6774322.71353866
31109,5461986.896055392
31110,9566002.503546052
31111,10632867.924835755
31112,5667758.115278667
31113,3623476.704674772
31114,4536985.4098801855
31115,5680862.259029322
31116,5898836.659185547
31117,5935561.228464017
31118,4194844.938369123
31119,3194332.4225492347
31120,5595490.9466823125
31121,6841687.958870327
31122,5926030.194740366
31123,5541778.90221785
31124,5356619.988109253
31125,12304560.33752173
31126,20939619.97157654
31127,5837325.171278516
31128,5674202.715856069
31129,6139740.110425222
31130,12848947.957692016
31131,7235006.609565659
31132,9762919.946658373
31133,10342600.618811822
31134,6128911.885279911
31135,9437321.00023738
31136,7370072.971336205
31137,4783098.447305871
31138,6937337.917051664
31139,3956309.0597282015
31140,6553476.106524274
31141,6274135.754254784
31142,9797449.306470357
31143,5155772.545037505
31144,4234570.448797023
31145,5700776.412046744
31146,5194015.40271503
31147,11794170.133214127
31148,6306428.882045467
31149,2268087.857905298
31150,8629275.013326585
31151,3838300.300000765
31152,7779705.827959385
31153,5549508.992982645
31154,15973723.342544286
31155,6091409.696822568
31156,8226960.190299612
31157,4129293.9510036227
31158,8878610.835929973
31159,6378749.347157839
31160,5318925.1577248275
31161,3756251.279612762
31162,4620090.60267167
31163,5641505.310914078
31164,6260201.130358977
31165,6552712.758423807
31166,5931622.763043683
31167,7116875.132495188
31168,10726630.514904615
31169,6399148.747792545
31170,5679349.261827892
31171,11862760.053148128
31172,5485189.797564453
31173,10680011.247829342
31174,8826033.967681486
31175,17655298.52583428
31176,5036302.0876360545
31177,8546950.763191234
31178,4341972.166888699
31179,4056790.1102917776
31180,4309424.63384396
31181,7893047.886493825
31182,6177706.357231503
31183,8336880.78992156
31184,5509767.480525137
31185,4233373.946871176
31186,7841881.676919215
31187,3646360.0015563816
31188,5493271.362385497
31189,4981387.7682405235
31190,7068996.081201952
31191,12256519.445698714
31192,3869131.250437557
31193,5672273.481859742
